person_id,window_id,time_start,time_end,mtm_code,raw_action,confidence,step_count
0,0,0.267,2.633,WALK 1-4 STEPS,walk_1_4,0.8,4
0,1,0.933,3.3,WALK 5-7 STEPS,walk_5_7,0.8,6
0,2,2.767,6.633,WALK 8-10 STEPS,walk_8_10,0.8,24
0,5,5.567,10.633,WALK 5-7 STEPS,walk_5_7,0.8,18
0,8,9.767,11.967,WALK 8-10 STEPS,walk_8_10,0.8,8
0,9,10.767,15.133,WALK 5-7 STEPS,walk_5_7,0.8,13
