person_id,window_id,time_start,time_end,mtm_code,raw_action,confidence,step_count
0,0,0.6,2.36,GRASP + HOLD OBJECT,rules,0.72,0
0,1,1.4,3.16,GRASP + HOLD OBJECT,rules,0.72,0
0,2,2.2,3.96,WALK 1-4 STEPS,rules,0.8,0
0,3,3.0,4.76,WALK 1-4 STEPS,rules,0.8,0
0,4,3.8,5.56,WALK 1-4 STEPS,rules,0.8,0
0,5,4.6,6.36,WALK 1-4 STEPS,rules,0.8,0
0,6,5.4,7.16,GRASP + HOLD OBJECT,rules,0.72,0
0,7,6.16,7.92,GRASP + HOLD OBJECT,rules,0.72,0
